property_type,price,location,city,baths,purpose,bedrooms,area_m2,Cluster
Flat,42000,Gulistan-e-Jauhar,Karachi,3,For Rent,3,212.0,Medium Affordable Properties
House,50000,Bani Gala,Islamabad,6,For Rent,5,152.0,Large Luxury Properties
Flat,12600000,Bahria Town Karachi,Karachi,2,For Sale,3,253.0,Medium Affordable Properties
Flat,26500000,Clifton,Karachi,3,For Sale,3,235.0,Medium Affordable Properties
House,8500000,Bin Qasim Town,Karachi,2,For Sale,4,76.0,Large Luxury Properties
Flat,45000,Clifton,Karachi,2,For Rent,2,157.0,Medium Affordable Properties
Flat,35000,DHA Defence,Karachi,2,For Rent,2,106.0,Medium Affordable Properties
Flat,13500000,North Nazimabad,Karachi,3,For Sale,3,202.0,Medium Affordable Properties
Flat,7300000,F-11,Islamabad,1,For Sale,1,83.0,Medium Affordable Properties
House,31000,PWD Housing Scheme,Islamabad,3,For Rent,3,303.0,Large Luxury Properties
House,12000000,Scheme 33,Karachi,4,For Sale,5,121.0,Large Luxury Properties
House,12000000,Garhi Shahu,Lahore,1,For Sale,3,126.0,Large Luxury Properties
Flat,20000,Mehmoodabad,Karachi,3,For Rent,3,101.0,Medium Affordable Properties
House,20000000,G-9,Islamabad,3,For Sale,3,126.0,Large Luxury Properties
House,13500000,Bahria Town Karachi,Karachi,4,For Sale,4,354.0,Large Luxury Properties
House,1800000,Bin Qasim Town,Karachi,2,For Sale,2,81.0,Large Luxury Properties
House,12800000,Bahria Town Karachi,Karachi,3,For Sale,3,126.0,Large Luxury Properties
House,18500000,G-15,Islamabad,6,For Sale,5,202.0,Large Luxury Properties
Flat,120000,Clifton,Karachi,3,For Rent,3,192.0,Medium Affordable Properties
House,14000000,Bani Gala,Islamabad,5,For Sale,5,202.0,Large Luxury Properties
Flat,18500000,Askari,Lahore,4,For Sale,4,303.0,Medium Affordable Properties
House,11600000,Bahria Town,Lahore,4,For Sale,3,126.0,Large Luxury Properties
House,11700000,State Life Housing Society,Lahore,4,For Sale,3,126.0,Large Luxury Properties
House,20000000,Media Town,Rawalpindi,7,For Sale,6,314.0,Large Luxury Properties
House,18000000,Samanabad,Lahore,6,For Sale,5,126.0,Large Luxury Properties
Upper Portion,35000,Bahria Town Rawalpindi,Rawalpindi,3,For Rent,3,253.0,Cheap Affordable Properties
House,24000000,Johar Town,Lahore,6,For Sale,5,253.0,Large Luxury Properties
Flat,45000,E-11,Islamabad,2,For Rent,2,134.0,Medium Affordable Properties
Flat,8500000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,3,152.0,Medium Affordable Properties
House,13900000,Soan Garden,Islamabad,4,For Sale,5,177.0,Large Luxury Properties
Flat,26000000,Clifton,Karachi,3,For Sale,3,202.0,Medium Affordable Properties
House,11500000,Canal Garden,Lahore,4,For Sale,3,126.0,Large Luxury Properties
Flat,8000000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,3,157.0,Medium Affordable Properties
Upper Portion,36000,Gulraiz Housing Scheme,Rawalpindi,2,For Rent,2,177.0,Cheap Affordable Properties
Flat,5400000,Bahria Town Karachi,Karachi,2,For Sale,2,106.0,Medium Affordable Properties
House,11500000,Defence Road,Lahore,4,For Sale,3,152.0,Large Luxury Properties
Flat,13000000,Malir Link To Super Highway,Karachi,3,For Sale,3,212.0,Medium Affordable Properties
House,8000000,Lalazaar Garden,Lahore,3,For Sale,3,76.0,Large Luxury Properties
Flat,8000000,Al-Safaa Garden,Karachi,7,For Sale,2,124.0,Medium Affordable Properties
Flat,15000000,North Nazimabad,Karachi,3,For Sale,3,180.0,Medium Affordable Properties
House,7000000,Islamabad Highway,Rawalpindi,4,For Sale,4,111.0,Large Luxury Properties
House,14000000,CBR Town,Islamabad,4,For Sale,4,177.0,Large Luxury Properties
Upper Portion,65000,I-8,Islamabad,3,For Rent,3,359.0,Cheap Affordable Properties
House,12500000,Nisar Colony,Faisalabad,1,For Sale,3,126.0,Large Luxury Properties
House,14400000,Bahria Town Karachi,Karachi,3,For Sale,3,202.0,Large Luxury Properties
House,7000000,Shams Abad,Rawalpindi,2,For Sale,4,126.0,Large Luxury Properties
House,23500000,Askari,Lahore,6,For Sale,5,253.0,Large Luxury Properties
House,18000000,Bahria Town,Lahore,6,For Sale,5,202.0,Large Luxury Properties
House,16000000,DHA Defence,Islamabad,2,For Sale,2,126.0,Large Luxury Properties
Upper Portion,18000,Officers Colony,Faisalabad,3,For Rent,2,126.0,Cheap Affordable Properties
House,3600000,DHA Defence,Islamabad,2,For Sale,2,126.0,Large Luxury Properties
Flat,9500000,Nazimabad,Karachi,2,For Sale,2,119.0,Medium Affordable Properties
House,5500000,Samanabad,Lahore,2,For Sale,4,63.0,Large Luxury Properties
House,8000000,Islam Nagar,Lahore,2,For Sale,3,126.0,Large Luxury Properties
Flat,8500000,Gulistan-e-Jauhar,Karachi,3,For Sale,3,225.0,Medium Affordable Properties
Upper Portion,36000,Bahria Town Rawalpindi,Rawalpindi,3,For Rent,3,354.0,Cheap Affordable Properties
House,5500000,Lahore Medical Housing Society,Lahore,3,For Sale,3,126.0,Large Luxury Properties
House,18000000,I-9,Islamabad,3,For Sale,4,177.0,Large Luxury Properties
House,5500000,Adiala Road,Rawalpindi,3,For Sale,2,126.0,Large Luxury Properties
Upper Portion,42000,Gulshan-e-Iqbal Town,Karachi,2,For Rent,2,202.0,Cheap Affordable Properties
House,4500000,Kalma Chowk,Rawalpindi,1,For Sale,2,76.0,Large Luxury Properties
Flat,10500000,Bahria Town Karachi,Karachi,3,For Sale,3,253.0,Medium Affordable Properties
House,16000000,Faisal Town - F-18,Islamabad,6,For Sale,5,177.0,Large Luxury Properties
Flat,35000000,DHA Defence,Karachi,2,For Sale,2,185.0,Medium Affordable Properties
House,9500000,Ferozepur Road,Lahore,4,For Sale,3,126.0,Large Luxury Properties
Flat,3800000,Gadap Town,Karachi,2,For Sale,2,83.0,Medium Affordable Properties
Flat,42000,DHA Defence,Karachi,2,For Rent,2,106.0,Medium Affordable Properties
Flat,60000,Cantt,Karachi,3,For Rent,3,288.0,Medium Affordable Properties
House,3100000,Hassan Town,Lahore,3,For Sale,4,51.0,Large Luxury Properties
House,19000000,Soan Garden,Islamabad,6,For Sale,4,278.0,Large Luxury Properties
Lower Portion,60000,E-11,Islamabad,4,For Rent,4,405.0,Cheap Affordable Properties
Flat,12400000,Bahria Town Karachi,Karachi,3,For Sale,3,253.0,Medium Affordable Properties
House,2800000,DHA Defence,Islamabad,2,For Sale,2,126.0,Large Luxury Properties
House,38000,Ghauri Town,Islamabad,6,For Rent,5,126.0,Large Luxury Properties
House,8500000,Bahria Town Karachi,Karachi,3,For Sale,3,126.0,Large Luxury Properties
House,7500000,Sabzazar Scheme,Lahore,3,For Sale,3,76.0,Large Luxury Properties
Flat,15000000,Gulberg,Islamabad,2,For Sale,2,192.0,Medium Affordable Properties
House,32500000,Gulshan-e-Iqbal Town,Karachi,7,For Sale,6,162.0,Large Luxury Properties
House,17000000,Harbanspura,Lahore,5,For Sale,5,253.0,Large Luxury Properties
Flat,6000000,Gulistan-e-Jauhar,Karachi,3,For Sale,2,126.0,Medium Affordable Properties
Flat,8600000,Gulistan-e-Jauhar,Karachi,3,For Sale,3,175.0,Medium Affordable Properties
House,58000,Jamshed Town,Karachi,5,For Rent,4,212.0,Large Luxury Properties
House,16000000,Gulshan-e-Lahore,Lahore,5,For Sale,5,253.0,Large Luxury Properties
House,11500000,Defence Road,Lahore,4,For Sale,3,126.0,Large Luxury Properties
House,15000000,North Karachi,Karachi,2,For Sale,3,121.0,Large Luxury Properties
House,16500000,Eden,Lahore,3,For Sale,3,253.0,Large Luxury Properties
Flat,6000000,Bahria Town Rawalpindi,Rawalpindi,2,For Sale,2,119.0,Medium Affordable Properties
House,4000000,Fateh Garh,Lahore,2,For Sale,4,51.0,Large Luxury Properties
Flat,13000000,Saddar Town,Karachi,2,For Sale,2,134.0,Medium Affordable Properties
House,36500000,Askari,Lahore,4,For Sale,4,430.0,Large Luxury Properties
House,17000000,Bahria Town,Lahore,6,For Sale,5,202.0,Large Luxury Properties
House,9000000,Shadipura,Lahore,3,For Sale,3,126.0,Large Luxury Properties
House,14000000,Khayaban-e-Zohra,Lahore,3,For Sale,2,253.0,Large Luxury Properties
House,15100000,Bahria Town Karachi,Karachi,3,For Sale,3,152.0,Large Luxury Properties
House,15000000,CBR Town,Islamabad,6,For Sale,5,202.0,Large Luxury Properties
Flat,22500000,Gulistan-e-Jauhar,Karachi,4,For Sale,4,303.0,Medium Affordable Properties
Lower Portion,35000,Bahria Town Rawalpindi,Rawalpindi,3,For Rent,3,278.0,Cheap Affordable Properties
House,30500000,DHA Defence,Lahore,5,For Sale,4,278.0,Large Luxury Properties
Upper Portion,25000,New Lalazar,Rawalpindi,3,For Rent,3,177.0,Cheap Affordable Properties
Flat,11200000,Gulistan-e-Jauhar,Karachi,3,For Sale,3,217.0,Medium Affordable Properties
House,8000000,Lalazaar Garden,Lahore,3,For Sale,3,76.0,Large Luxury Properties
Flat,13200000,Bahria Town Karachi,Karachi,3,For Sale,3,253.0,Medium Affordable Properties
House,135000,I-8,Islamabad,6,For Rent,6,354.0,Large Luxury Properties
House,9500000,Sadiqabad,Rawalpindi,4,For Sale,5,101.0,Large Luxury Properties
Flat,15500000,DHA Defence,Islamabad,4,For Sale,4,303.0,Medium Affordable Properties
House,31500000,North Karachi,Karachi,5,For Sale,6,243.0,Large Luxury Properties
House,27000000,DHA Defence,Lahore,5,For Sale,4,253.0,Large Luxury Properties
Flat,28000000,F-11,Islamabad,4,For Sale,3,336.0,Medium Affordable Properties
House,2000000,Al Rehman Garden,Lahore,4,For Sale,4,126.0,Large Luxury Properties
Lower Portion,30000,Gulzar-e-Quaid Housing Society,Rawalpindi,2,For Rent,2,253.0,Cheap Affordable Properties
House,25000000,Wapda Town,Lahore,5,For Sale,5,253.0,Large Luxury Properties
Flat,15300000,Bahria Town Karachi,Karachi,3,For Sale,3,235.0,Medium Affordable Properties
Flat,150000,Shahra-e-Faisal,Karachi,3,For Rent,3,321.0,Medium Affordable Properties
Flat,4800000,Chaklala Scheme,Rawalpindi,2,For Sale,2,124.0,Medium Affordable Properties
House,21500000,DHA Defence,Lahore,4,For Sale,4,228.0,Large Luxury Properties
House,6500000,Abul Hassan Isphani Road,Karachi,3,For Sale,2,81.0,Large Luxury Properties
Flat,5500000,Gulistan-e-Jauhar,Karachi,2,For Sale,4,101.0,Medium Affordable Properties
House,3800000,Dhok Sayedan Road,Rawalpindi,3,For Sale,2,114.0,Large Luxury Properties
House,11000000,Gulshan Colony,Faisalabad,2,For Sale,3,114.0,Large Luxury Properties
Flat,100000,DHA Defence,Karachi,3,For Rent,3,271.0,Medium Affordable Properties
House,14000000,CBR Town,Islamabad,6,For Sale,5,177.0,Large Luxury Properties
Flat,4000000,Chattar,Islamabad,2,For Sale,2,96.0,Medium Affordable Properties
House,14000000,G-14,Islamabad,4,For Sale,4,101.0,Large Luxury Properties
House,10500000,Four Season Housing,Faisalabad,4,For Sale,4,144.0,Large Luxury Properties
House,11000000,Bahria Town,Lahore,3,For Sale,3,126.0,Large Luxury Properties
House,9900000,Shah Faisal Road,Lahore,3,For Sale,4,126.0,Large Luxury Properties
House,25000000,Supreme Villas,Lahore,7,For Sale,6,329.0,Large Luxury Properties
Flat,55000,F-11,Islamabad,2,For Rent,2,238.0,Medium Affordable Properties
Flat,7500000,North Nazimabad,Karachi,2,For Sale,2,129.0,Medium Affordable Properties
House,6500000,Airport Housing Society,Rawalpindi,4,For Sale,3,126.0,Large Luxury Properties
House,4600000,Gulberg,Lahore,2,For Sale,2,51.0,Large Luxury Properties
House,10500000,Bahria Town Rawalpindi,Rawalpindi,3,For Sale,3,126.0,Large Luxury Properties
Flat,3200000,Gulistan-e-Jauhar,Karachi,2,For Sale,2,91.0,Medium Affordable Properties
House,8700000,Eden Valley,Faisalabad,4,For Sale,3,126.0,Large Luxury Properties
House,4700000,Shoukat Town,Lahore,2,For Sale,3,51.0,Large Luxury Properties
House,5500000,Ghauri Town,Islamabad,3,For Sale,2,126.0,Large Luxury Properties
House,24000000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,4,253.0,Large Luxury Properties
Upper Portion,35000,Naval Anchorage,Islamabad,3,For Rent,3,354.0,Cheap Affordable Properties
Upper Portion,25000,Nazimabad,Karachi,2,For Rent,2,217.0,Cheap Affordable Properties
Upper Portion,23000,G-13,Islamabad,2,For Rent,2,111.0,Cheap Affordable Properties
House,8000000,Audit & Accounts Housing Society,Lahore,4,For Sale,3,202.0,Large Luxury Properties
Upper Portion,36000,Satellite Town,Rawalpindi,2,For Rent,2,126.0,Cheap Affordable Properties
Flat,6800000,Gulistan-e-Jauhar,Karachi,3,For Sale,3,157.0,Medium Affordable Properties
House,11500000,Karachi Motorway,Karachi,3,For Sale,4,162.0,Large Luxury Properties
Flat,60000,Cantt,Karachi,4,For Rent,3,309.0,Medium Affordable Properties
Flat,32000000,F-10,Islamabad,3,For Sale,3,197.0,Medium Affordable Properties
Flat,9000000,North Nazimabad,Karachi,2,For Sale,2,111.0,Medium Affordable Properties
House,6500000,Sabzazar Scheme,Lahore,3,For Sale,3,71.0,Large Luxury Properties
House,38500000,Gulistan-e-Jauhar,Karachi,4,For Sale,4,405.0,Large Luxury Properties
Flat,73500,E-11,Islamabad,2,For Rent,2,157.0,Medium Affordable Properties
House,28000000,Askari,Lahore,4,For Sale,4,303.0,Large Luxury Properties
Flat,16000000,F-11,Islamabad,2,For Sale,2,157.0,Medium Affordable Properties
House,90000,G-8,Islamabad,4,For Rent,4,152.0,Large Luxury Properties
Flat,8200000,Gulistan-e-Jauhar,Karachi,4,For Sale,3,116.0,Medium Affordable Properties
House,11000000,Punjab University Employees Society,Lahore,4,For Sale,4,126.0,Large Luxury Properties
Flat,13500000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,3,169.0,Medium Affordable Properties
House,19000000,G-15,Islamabad,5,For Sale,5,202.0,Large Luxury Properties
House,55000,G-15,Islamabad,5,For Rent,5,202.0,Large Luxury Properties
House,12000000,Federal B Area,Karachi,2,For Sale,2,126.0,Large Luxury Properties
Flat,26000,E-11,Islamabad,2,For Rent,2,96.0,Medium Affordable Properties
Flat,12500000,Bahria Town Karachi,Karachi,3,For Sale,3,253.0,Medium Affordable Properties
Flat,4500000,Gulistan-e-Jauhar,Karachi,1,For Sale,1,68.0,Medium Affordable Properties
Upper Portion,12000000,Gulistan-e-Jauhar,Karachi,3,For Sale,3,182.0,Cheap Affordable Properties
House,22500000,Bahria Town,Lahore,6,For Sale,5,253.0,Large Luxury Properties
House,23500000,State Life Housing Society,Lahore,6,For Sale,5,253.0,Large Luxury Properties
House,65000,Askari 13,Rawalpindi,5,For Rent,4,253.0,Large Luxury Properties
Flat,5000000,Jamshed Road,Karachi,2,For Sale,2,68.0,Medium Affordable Properties
House,14000000,Bahria Town Karachi,Karachi,5,For Sale,4,354.0,Large Luxury Properties
House,6200000,Bhara kahu,Islamabad,4,For Sale,4,152.0,Large Luxury Properties
Flat,12500000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,3,169.0,Medium Affordable Properties
Upper Portion,20500000,North Nazimabad,Karachi,2,For Sale,3,364.0,Cheap Affordable Properties
House,25000000,Gadap Town,Karachi,6,For Sale,6,202.0,Large Luxury Properties
House,30500000,DHA Defence,Karachi,4,For Sale,4,101.0,Large Luxury Properties
House,16300000,Bahria Town,Lahore,6,For Sale,5,253.0,Large Luxury Properties
House,13000000,Bahria Town Karachi,Karachi,3,For Sale,3,202.0,Large Luxury Properties
Flat,9000000,North Nazimabad,Karachi,2,For Sale,2,119.0,Medium Affordable Properties
Flat,5800000,Bahria Town Karachi,Karachi,2,For Sale,2,96.0,Medium Affordable Properties
House,3000000,Islamabad Highway,Rawalpindi,2,For Sale,2,51.0,Large Luxury Properties
House,6000000,Gadap Town,Karachi,2,For Sale,2,86.0,Large Luxury Properties
House,11000000,Landhi,Karachi,4,For Sale,6,253.0,Large Luxury Properties
House,7200000,Shershah Colony - Raiwind Road,Lahore,3,For Sale,3,76.0,Large Luxury Properties
Lower Portion,4800000,Nazimabad,Karachi,4,For Sale,3,121.0,Cheap Affordable Properties
Flat,6500000,Gulistan-e-Jauhar,Karachi,2,For Sale,2,152.0,Medium Affordable Properties
House,18500000,Bahria Town Rawalpindi,Rawalpindi,3,For Sale,3,278.0,Large Luxury Properties
House,5800000,Shalimar Town,Lahore,2,For Sale,3,101.0,Large Luxury Properties
House,24000000,Bahria Town,Lahore,6,For Sale,5,278.0,Large Luxury Properties
Flat,22500000,Khalid Bin Walid Road,Karachi,4,For Sale,3,202.0,Medium Affordable Properties
Upper Portion,14000000,North Nazimabad,Karachi,4,For Sale,3,253.0,Cheap Affordable Properties
House,17000000,D-12,Islamabad,4,For Sale,5,111.0,Large Luxury Properties
House,22500000,DHA Defence,Lahore,5,For Sale,4,253.0,Large Luxury Properties
Flat,98500,E-11,Islamabad,2,For Rent,2,157.0,Medium Affordable Properties
House,13500000,DHA Defence,Lahore,4,For Sale,3,126.0,Large Luxury Properties
House,17000000,G-13,Islamabad,5,For Sale,3,111.0,Large Luxury Properties
House,65000,I-8,Islamabad,3,For Rent,3,303.0,Large Luxury Properties
Flat,47000,Cantt,Karachi,3,For Rent,3,288.0,Medium Affordable Properties
House,12500000,Allama Iqbal Town,Lahore,4,For Sale,4,126.0,Large Luxury Properties
Lower Portion,52000,North Nazimabad,Karachi,3,For Rent,3,359.0,Cheap Affordable Properties
Flat,6000000,Clifton,Karachi,2,For Sale,2,73.0,Medium Affordable Properties
House,22000000,State Life Housing Society,Lahore,4,For Sale,4,253.0,Large Luxury Properties
Flat,65000,G-11,Islamabad,3,For Rent,3,182.0,Medium Affordable Properties
House,13500000,Johar Town,Lahore,7,For Sale,5,126.0,Large Luxury Properties
House,85000,Chaklala Scheme,Rawalpindi,5,For Rent,5,253.0,Large Luxury Properties
Flat,5000000,Bahria Town Karachi,Karachi,2,For Sale,2,124.0,Medium Affordable Properties
House,6500000,Canal Fort II,Lahore,3,For Sale,3,126.0,Large Luxury Properties
House,11500000,Audit & Accounts Housing Society,Lahore,3,For Sale,3,202.0,Large Luxury Properties
Flat,2700000,Gadap Town,Karachi,2,For Sale,2,78.0,Medium Affordable Properties
House,55000,G-13,Islamabad,4,For Rent,4,101.0,Large Luxury Properties
House,11500000,Multi Residencia & Orchards,Islamabad,4,For Sale,6,202.0,Large Luxury Properties
House,30000000,G-11,Islamabad,6,For Sale,5,202.0,Large Luxury Properties
Flat,25000,North Karachi,Karachi,2,For Rent,2,86.0,Medium Affordable Properties
House,25000000,Gulshan-e-Ravi,Lahore,5,For Sale,5,253.0,Large Luxury Properties
House,15000000,Sabzazar Scheme,Lahore,7,For Sale,5,126.0,Large Luxury Properties
Flat,18000,Bahria Town Karachi,Karachi,2,For Rent,2,106.0,Medium Affordable Properties
Flat,7200000,Gulistan-e-Jauhar,Karachi,3,For Sale,3,111.0,Medium Affordable Properties
House,13000000,Gulistan-e-Jauhar,Karachi,5,For Sale,4,119.0,Large Luxury Properties
Flat,18000000,E-11,Islamabad,4,For Sale,4,177.0,Medium Affordable Properties
House,12500000,Bahria Town,Lahore,4,For Sale,3,126.0,Large Luxury Properties
House,17100000,North Karachi,Karachi,4,For Sale,4,121.0,Large Luxury Properties
House,23500000,Lake City,Lahore,6,For Sale,5,253.0,Large Luxury Properties
House,5000000,Misryal Road,Rawalpindi,3,For Sale,2,126.0,Large Luxury Properties
Upper Portion,7000000,North Karachi,Karachi,3,For Sale,3,152.0,Cheap Affordable Properties
House,15000000,Naya Nazimabad,Karachi,3,For Sale,3,243.0,Large Luxury Properties
Lower Portion,45000,Bahria Town,Islamabad,2,For Rent,2,253.0,Cheap Affordable Properties
Flat,40000,DHA Defence,Karachi,3,For Rent,3,169.0,Medium Affordable Properties
House,29000000,DHA Defence,Lahore,5,For Sale,4,253.0,Large Luxury Properties
Flat,3800000,Gadap Town,Karachi,2,For Sale,2,91.0,Medium Affordable Properties
House,15000000,Samanabad,Lahore,6,For Sale,5,152.0,Large Luxury Properties
Lower Portion,65000,I-8,Islamabad,3,For Rent,3,359.0,Cheap Affordable Properties
Flat,250000,F-8,Islamabad,2,For Rent,2,235.0,Medium Affordable Properties
House,100000,DHA Defence,Karachi,3,For Rent,3,101.0,Large Luxury Properties
House,7200000,North Karachi,Karachi,2,For Sale,3,81.0,Large Luxury Properties
House,20000,Islamabad Highway,Rawalpindi,3,For Rent,3,101.0,Large Luxury Properties
Flat,100000,F-8,Islamabad,2,For Rent,1,76.0,Medium Affordable Properties
House,22000000,Bahria Town,Lahore,5,For Sale,5,253.0,Large Luxury Properties
Flat,7500000,Scheme 33,Karachi,3,For Sale,3,129.0,Medium Affordable Properties
House,9800000,Bahria Town Rawalpindi,Rawalpindi,4,For Sale,4,169.0,Large Luxury Properties
Flat,14200000,G-11,Islamabad,2,For Sale,2,162.0,Medium Affordable Properties
Lower Portion,45000,DHA Defence,Karachi,2,For Rent,2,101.0,Cheap Affordable Properties
